username,komentar,waktu,varian
wisnu,TERIMAKASIH,Lebih dari 1 tahun lalu,Varian: Beige
Muhamad,Barang sesuai deskripsi.. enak dipakenya. moga awet ya..,Lebih dari 1 tahun lalu,Varian: Hijau
N,mantap,Lebih dari 1 tahun lalu,Varian: Beige
A***s,"lumayan sih tp beda warna ga sebagus di gambar terus tangkainya jg berkarat banyak debunya kek dari gudang yg sambungan paling bawah susah bgt di pasang, kayak ga pas. tp... ",Lebih dari 1 tahun lalu,Varian: Hijau
Mimi,Bagus sesuai dengan harga,Lebih dari 1 tahun lalu,Varian: Beige
Yenni,"tempat airny trllu ringan, ketika mau pel msti tahan pakai kaki dlu",Lebih dari 1 tahun lalu,Varian: Hijau
D***i,"Barang sesuai dengan deskripsi, packing rapih, responnya bagus, cepet.. terimakasih..",Lebih dari 1 tahun lalu,Varian: Beige
feriefendi,lumayan baik syg kecil alat pelnya tp berfungsi dgn baik.recomendasi seller good,Lebih dari 1 tahun lalu,Varian: Beige
r***a,Lap pel nya suka nyangkut kalo dimasukin ke alatnya,Lebih dari 1 tahun lalu,Varian: Hijau
Adi,produk diterima dgn baik. hasil pel memuaskan.,Lebih dari 1 tahun lalu,Varian: Beige
deddy,Mantabs... sukses selalu ya..,Lebih dari 1 tahun lalu,Varian: Beige
T***o,"barang tidak sampai,status di tokopedia brg sudah di terima, kirim lewat Si cepat, alasan salah antr alamat, lg di periksa, sudah tlp call center si cepat setiap hr, sel... ",Lebih dari 1 tahun lalu,Varian: Beige
Meily,produk g sesuai review di video,Lebih dari 1 tahun lalu,Varian: Hijau
i,"fast respon si, tapi ada 2 kaki yg di bawah gak ada, kalo saya siat review nya harusnya ada 😢",Lebih dari 1 tahun lalu,Varian: Beige
Sulkhiyah,barang bagus pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Beige
L***y,ngepel jadi enteng,Lebih dari 1 tahun lalu,Varian: Beige
L***a,"Produk sesuai deskripsi, sangat mudah untuk digunakan",Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,mantul,Lebih dari 1 tahun lalu,Varian: Beige
roni,alat pel bisa digunakan dengan baik ...👍👍,Lebih dari 1 tahun lalu,Varian: Beige
J***i,"puas, sesuai harga",Lebih dari 1 tahun lalu,Varian: Hijau
Sri,pengirimannya cepat... 😊👍,Lebih dari 1 tahun lalu,Varian: Beige
annisa,barangnya oke sesuai dengan yg di ft x ini pengiriman cpt ....🙂,Lebih dari 1 tahun lalu,Varian: Beige
Desti,mantul,Lebih dari 1 tahun lalu,Varian: Beige
nurwidayat,bagus tapi sekrup bawah tdk ada ...juga panduan pemasangan tdk ada🤩,Lebih dari 1 tahun lalu,Varian: Beige
HarionoLiong,"suka banget, nggak capek2 peres2 kain pel lagi",Lebih dari 1 tahun lalu,Varian: Beige
W***n,"barang sesuai deskripsi, terima kasih banyak :)",Lebih dari 1 tahun lalu,Varian: Hijau
Ardian,belum sempat bongkar total dan rakit... sepertinya bagus kok...sippp... semoga memuaskan...,Lebih dari 1 tahun lalu,Varian: Beige
Vincent,"barang ok, kemasan ok, pengiriman ok, trims semua",Lebih dari 1 tahun lalu,Varian: Beige
D***y,hasil perasan baik... terasa ringan jadi ngepel lbh enak tapi tetap bersih... oke good.,Lebih dari 1 tahun lalu,Varian: Hijau
pram,ok,Lebih dari 1 tahun lalu,Varian: Beige
A***d,Pengiriman cepat. Produk ok,Lebih dari 1 tahun lalu,Varian: Beige
H***y,sampai dengan selamat makasih yah Toko pedia untuk yang mau belanja di sini ayo belanja jangan ragu di sini aman & amanah sekali lagi makasih toko pedia & si penj... ,Lebih dari 1 tahun lalu,Varian: Beige
Suciarti,suka...bagus realpick cuma agak kecil yaa. kurir ramah ..👍,Lebih dari 1 tahun lalu,Varian: Beige
R***i,pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Beige
Agus,"barangnya sdh sampai,semoga awet",Lebih dari 1 tahun lalu,Varian: Hijau
An,Barangnya kecil sekali...,Lebih dari 1 tahun lalu,Varian: Beige
W***a,"Mudah untuk digunakan, tidak banyak pakai air",Lebih dari 1 tahun lalu,Varian: Beige
S***n,barangnya tidak mengecèwakan,Lebih dari 1 tahun lalu,Varian: Beige
Yanti,"produknya udah bagus bgt membantu, tapiii si lap nya tuh cepet kering jd harus sering2 direndem2 lg ke ember",Lebih dari 1 tahun lalu,Varian: Beige
Ahmad,,Lebih dari 1 tahun lalu,Varian: Beige
R***A,,Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,fast respon.. keren dah,Lebih dari 1 tahun lalu,Varian: Beige
Benny,"Barang sudah sampai, sesuai...",Lebih dari 1 tahun lalu,Varian: Beige
S***a,"respon cepat, barang sesuai deskripsi tks",Lebih dari 1 tahun lalu,Varian: Beige
Rama,Mungkin tidak cocok untuk saya.. 1. Kapasitas daya serap air sedikit.. (ketika saya mau ngeringin lantai bekas banjir Sangat USELESS) mungkin untuk pel kosan saja gamasal... ,Lebih dari 1 tahun lalu,Varian: Beige
Yenny,mantullllllllllll,Lebih dari 1 tahun lalu,Varian: Beige
A***m,sesuai pesanan tapi blm dicoba. tks anyway,Lebih dari 1 tahun lalu,Varian: Beige
Melie,"barang cpt sampe, kereennnn nih toko sama pengirimannya",Lebih dari 1 tahun lalu,Varian: Beige
W***i,respon cepat dan kirim cepat...,Lebih dari 1 tahun lalu,Varian: Beige
R***m,"Mantul.. Mantan betul.. eehh.. mantap betul, pesan langsung proses cepat.. good bangetlah. next order lagi, kali aje dikasih bonusan spesial, klo nggak ada bonusan ya tun... ",Lebih dari 1 tahun lalu,Varian: Beige
Herman,"Sbnrnya sih salah sendiri, gak ambil penggaris utk ukur tinggi, lebar ember... Kecilll & kurus,.... Tongkatnya sih enteng banget",Lebih dari 1 tahun lalu,Varian: Beige
MULTI,Sesuai Pesanan... terima kasih,Lebih dari 1 tahun lalu,Varian: Hijau
L***y,"Pelnya mantap, enteng buat ngepel",Lebih dari 1 tahun lalu,Varian: Beige
M***r,Mengepel lantai jadi lebih mudah,Lebih dari 1 tahun lalu,Varian: Hijau
Zaenal,berfungsi dengan baik,Lebih dari 1 tahun lalu,Varian: Beige
desy,Ud beli 3x 😁,Lebih dari 1 tahun lalu,Varian: Beige
Bebeto,tidak sesuai harapan,Lebih dari 1 tahun lalu,Varian: Hijau
Aat,sesuai dgn deskripsi trims,Lebih dari 1 tahun lalu,Varian: Beige
kennie,agak kecil jadi kadang ke sudut2 krg mantep,Lebih dari 1 tahun lalu,Varian: Beige
T***a,Barangnya bagus dan memudahkan kita gak perlu cuci pakai tangan ..makasih buat kemudahan.,Lebih dari 1 tahun lalu,Varian: Hijau
W***a,Terima kasih barang diterima dengan baik,Lebih dari 1 tahun lalu,Varian: Beige
muchammad,Barangnya terlalu kecil,Lebih dari 1 tahun lalu,Varian: Beige
Hafid,"Kirain gede ternyata kecil kotaknya, tapi gpp yang penting fungsinya. Pemilihan kurirnya juga bagus. 2 hari sampai. Memuaskan",Lebih dari 1 tahun lalu,Varian: Beige
elise,barang bagus..pengiriman cepat. puas belanja disini.,Lebih dari 1 tahun lalu,Varian: Hijau
s***y,barang ok aja kiriman juga lumayan cepat lah. paking minimal tapi untung tidak pecah tempatnya .....tapi kecil sekali yah barangnya.... belum saya coba cuman sudah saya p... ,Lebih dari 1 tahun lalu,Varian: Beige
Rspnrv,Seuaaaaaaai chakep,Lebih dari 1 tahun lalu,Varian: Hijau
Afat,Bagus alatnya.. tokonya juga ok.. makasih ya,Lebih dari 1 tahun lalu,Varian: Beige
m***a,good,Lebih dari 1 tahun lalu,Varian: Beige
Irfan,"mantul, cuma kerdusnya doang pas di kurir penyok parah wkwk. tapi barang aman 👍🏻",Lebih dari 1 tahun lalu,Varian: Hijau
ado,Mantap dan simple pemakaian,Lebih dari 1 tahun lalu,Varian: Beige
P,Produk diterima baik. Packing baik. Terimakasih,Lebih dari 1 tahun lalu,Varian: Beige
Stelling,praktis,Lebih dari 1 tahun lalu,Varian: Beige
Yayu,Nice,Lebih dari 1 tahun lalu,Varian: Beige
A***l,"Asli ini mah, pesan ini hari besok barangnya sdh tiba. Alhamdulillah, biarkan bintang yg berbicara",Lebih dari 1 tahun lalu,Varian: Beige
Novitasari,barang bagus...,Lebih dari 1 tahun lalu,Varian: Beige
Sung,"kecil,tipis.",Lebih dari 1 tahun lalu,Varian: Hijau
Nur,"Suka banget sama produknya. Sesuai ekspektasi. Gak besar, tp juga gak terlalu kecil jd hemat space. Smoga awet",Lebih dari 1 tahun lalu,Varian: Hijau
R***a,"agak sdkit lebih kecil dri yg saya pernah order di toko lain,dan tdk ada lubang pembuangan air d bagian bawahnya,tapi secara umum ok",Lebih dari 1 tahun lalu,Varian: Hijau
tomi,ga bisa buat mengeringkannnnnnnnnn ga muatttttt,Lebih dari 1 tahun lalu,Varian: Hijau
Kimberly,Overall okay...pengiriman lumayan cepet...tapi ada kaya bercak di gagang...untung masih bisa ilang....sukses selalu buat seller nya,Lebih dari 1 tahun lalu,Varian: Beige
A***i,"Barang sesuai deskripsi, respon cepat",Lebih dari 1 tahun lalu,Varian: Beige
d***h,Pesanan sesuai. Belum dicoba.,Lebih dari 1 tahun lalu,Varian: Beige
T***i,Alhamdulillah tdk mengecewakan,Lebih dari 1 tahun lalu,Varian: Beige
Muza,"Mantap, sangat mudah dipakai",Lebih dari 1 tahun lalu,Varian: Hijau
Stephen,"Terima kasih, barang bagus",Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,Good,Lebih dari 1 tahun lalu,Varian: Hijau
Erin,Terimakasih...barangnya bagus sesuai foto. Maaf nggak sempat foto. Pokoke mantap,Lebih dari 1 tahun lalu,Varian: Hijau
N***i,"Real pict, thank Tokopedia, sheller, kurir",Lebih dari 1 tahun lalu,Varian: Beige
Akhmad,"barang kurang lengkap,,",Lebih dari 1 tahun lalu,Varian: Hijau
W***u,Barang bagus sangat berguna.,Lebih dari 1 tahun lalu,Varian: Hijau
Inasita,,Lebih dari 1 tahun lalu,Varian: Hijau
C***a,sesuai harga,Lebih dari 1 tahun lalu,Varian: Beige
Phebe,"barang cacat dikirim, sudah jelas2 dokumennya tertulis cacat tidak mau diganti",Lebih dari 1 tahun lalu,Varian: Hijau
H***d,Barang bagus sesuai deskripsi semoga awet,Lebih dari 1 tahun lalu,Varian: Beige
Umar,pel nya gak bisa masuk ke wadah airnya...,Lebih dari 1 tahun lalu,Varian: Hijau
Kokim,imut2 ... bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Cheryl,lumayan lah buat harga 70rb dapet cashback 30rb pulak. smoga berfungsi & tahan aja,Lebih dari 1 tahun lalu,Varian: Hijau
Ade,"Kain yg untuk pelnya ringkih, mudah lepas!? Apa aku doang ya? Tapi pas mau peres dia lepas jd ga efektif huhu",Lebih dari 1 tahun lalu,Varian: Hijau
Nova,sesuai harga semoga bisa tahan 1 bulan pemakaiannya,Lebih dari 1 tahun lalu,Varian: Hijau
Dhian,baguuuuusss... pesanan sesuai dengan apa yang di pesan. ini orderan ke dua. terima kasih,Lebih dari 1 tahun lalu,Varian: Beige
H***i,mantab semua....thanks....,Lebih dari 1 tahun lalu,Varian: Hijau
C***a,ternyata kecil,Lebih dari 1 tahun lalu,Varian: Hijau
Dwi,pembelian kedua 😆,Lebih dari 1 tahun lalu,Varian: Hijau
Harun,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
N***a,"pengiriman cepat, ngerakitnya gampang. Gagang bisa dilepas agar muat di simpan didalam embernya",Lebih dari 1 tahun lalu,Varian: Beige
Fadhil,lapisan kain pel nya tipis dan susah saat mau masuk ke slot pengering nya.,Lebih dari 1 tahun lalu,Varian: Beige
R***t,sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
N***a,Produk sesuai pesanan reccomended seller pokoknya the best 🙏,Lebih dari 1 tahun lalu,Varian: Hijau
BudiDonk,Bagus. Ga ada yg kurang. Yeeeaaaayyyyy ayang Jin pulang😍😍😍😍😍. Terima kasih..,Lebih dari 1 tahun lalu,Varian: Beige
Achmad,imut banget alat pel nya otw beli 1 lagi 🤣 btw dapat jungkookieee😆,Lebih dari 1 tahun lalu,Varian: Beige
D***i,paket dikemas dengan baik.,Lebih dari 1 tahun lalu,Varian: Beige
Nadhira,Baguus dan berfungsi dengan baik.. thanks seller,Lebih dari 1 tahun lalu,Varian: Beige
m***g,"Kecil ternyata.. tapi built cukup bagus. Review setelah penggunaan, ternyata ukuran pel kecil justru lebih nyaman gak gampang capek. Prefer ini ketimbang model putar. Pe... ",Lebih dari 1 tahun lalu,Varian: Hijau
S***i,"harga termurah, kualitas terjamin, packing aman bubble wrap double plastik,,",Lebih dari 1 tahun lalu,Varian: Hijau
A***i,"barang dikirim dengan baik, pengemasannya cukup baik dan aman hingga tujuan. bagian pemeras pel nya kurang efektif memeras kain pel. kurangnya lobang keluar air di dua b... ",Lebih dari 1 tahun lalu,Varian: Hijau
g***t,"barang datang dengan selamat untuk pengemasan kurang aman tidak ada bubble wrap, hanya diplastik saja untuk alat pelnya sendiri oke banget enteng dipakenya, hanya pada em... ",Lebih dari 1 tahun lalu,Varian: Hijau
Fairuz,barang sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Beige
E***a,Cukup bagus dan sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Beige
Naily,"sesuai foto, harga sesuai kualitas",Lebih dari 1 tahun lalu,Varian: Hijau
Lie,Sukak sama pelannya mudah digunakan tapi kalau buat banyak air gak bgtu bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Faya,Bersih packing aman cepat sampai,Lebih dari 1 tahun lalu,Varian: Beige
Fauzul,"Pesanan yg k 2x, Pengiriman gercep, pesen hari minggu senin udh dateng barang sesui pesanan tq :)",Lebih dari 1 tahun lalu,Varian: Hijau
William,mantappp packing aman,Lebih dari 1 tahun lalu,Varian: Beige
Rika,Barang sudah sampai dengan selamat. Lumayan buat ngepel. Cuma masih terlalu basah hasilnya. Tapi lumayan dan murah.,Lebih dari 1 tahun lalu,Varian: Beige
Shabiha,cukupan.,Lebih dari 1 tahun lalu,Varian: Beige
NUGROHO,"Nyerapnya bagus, pas meras lumayan kering.",Lebih dari 1 tahun lalu,Varian: Hijau
N***r,"Pengiriman cepat, barang kondisi bagus, harga terjangkau",Lebih dari 1 tahun lalu,Varian: Hijau
Agus,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Fransisca,love banget,Lebih dari 1 tahun lalu,Varian: Beige
M***d,"Praktis banget, ringan, flexible... Jadi bisa untuk dinding kamar mandi juga... Sip banget",Lebih dari 1 tahun lalu,Varian: Hijau
Neendha,bagus & super cepat,Lebih dari 1 tahun lalu,Varian: Hijau
B***i,bagus & super cepat,Lebih dari 1 tahun lalu,Varian: Hijau
M***d,"barang cpt sampai nya , paking bgs mksh seller 🙏👍",Lebih dari 1 tahun lalu,Varian: Hijau
M***d,"keren, paket sampai dg cepat",Lebih dari 1 tahun lalu,Varian: Hijau
Korijani,"proses cepat banget, barang cepat sampai, produk bagus, penjual sangat respon",Lebih dari 1 tahun lalu,Varian: Hijau
Ria,👌👌👌👌,Lebih dari 1 tahun lalu,Varian: Hijau
Sri,mantul,Lebih dari 1 tahun lalu,Varian: Hijau
M,packing rapi pengiriman cepat cuma barang agak kecil,Lebih dari 1 tahun lalu,Varian: Hijau
M***d,cepet banget sampenya. thanks gan. isi dan packing okke,Lebih dari 1 tahun lalu,Varian: Hijau
N***a,,Lebih dari 1 tahun lalu,Varian: Hijau
Hernita,,Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,"Terima kasih gan, sudah diterima barangnya",Lebih dari 1 tahun lalu,Varian: Beige
Santy,"Bgs, berfungsi dng baik.. semoga awet tq seller n tokped",Lebih dari 1 tahun lalu,Varian: Hijau
w***y,Agak kecil yg model ini....,Lebih dari 1 tahun lalu,Varian: Beige
merry,sesuai ulasan.,Lebih dari 1 tahun lalu,Varian: Beige
Thopan,barang bagua,Lebih dari 1 tahun lalu,Varian: Beige
Amif,puas banget,Lebih dari 1 tahun lalu,Varian: Hijau
Arista,"barangnya mendarat dgn selamat... lapnya bagus jdi pas ngepel bersih banget terutama utk noda yg agak lengket dilantai, pegangannya juga nyaman banget . 👍👍👍",Lebih dari 1 tahun lalu,Varian: Beige
Indriyanto,ngirimnya lamaaa...,Lebih dari 1 tahun lalu,Varian: Hijau
Devi,Ngepel jd lebih praktis,Lebih dari 1 tahun lalu,Varian: Beige
Hartono,Biasa wae.,Lebih dari 1 tahun lalu,Varian: Beige
A***i,Barang sesuai dengan gampar namun bingung cara masang ya dan kain nya agak tipis,Lebih dari 1 tahun lalu,Varian: Hijau
Lailan,Barangnya bagus tapi belum dipakai sih..semoga kualitas nya sesuai dengan fisiknya ya..Pengiriman dan packing nya juga the best.,Lebih dari 1 tahun lalu,Varian: Hijau
Chandra,"Barang bagus,",Lebih dari 1 tahun lalu,Varian: Beige
R,"Packaging rapih lengkap dengan buble wrap. Pengiriman sicepat memang cepat. Build quality nya lumayan baik, mudah mudahan ber fungsi dengan baik belum di coba soalnya",Lebih dari 1 tahun lalu,Varian: Hijau
septi,Trimakasih barang sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
Okie,Sesuai dgn pesanan Fast respond Packing ok... Barang 👍🏻👍🏻👍🏻 Pengiriman joss Penjual mantullll Recommended Terima kasih bosku...,Lebih dari 1 tahun lalu,Varian: Hijau
J***s,"Idenya menarik kain Pel nya bisa di cuci dan di keringkan, tapi sayang nya kainnya sulit di keringkan. Ketika di masukan ke bagian yg kering, kainnya tersangkut di mulut... ",Lebih dari 1 tahun lalu,Varian: Beige
D***i,Ternyats kecil ya... Tp oke lah,Lebih dari 1 tahun lalu,Varian: Hijau
Amir,Barangnya bagus...pkoknya top deh,Lebih dari 1 tahun lalu,Varian: Beige
r***a,Bagussssss saya puas,Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,"Mantapppp, barang sesuai deskripsi, praktiss, seller tanggung jawab kekurangan salah satu barang, thankss gan",Lebih dari 1 tahun lalu,Varian: Hijau
Nikita,👌🏻,Lebih dari 1 tahun lalu,Varian: Beige
Maryanih,"Barang sesuai gambar, pengiriman cepat kurir ramah 👍",Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,"Terima kasih gan, barang nya bagus",Lebih dari 1 tahun lalu,Varian: Hijau
Ikeu,sesuai,Lebih dari 1 tahun lalu,Varian: Hijau
Nora,"barang tiba dan sesuai pesanan, cuma maaf packing x tanpa bubblewrap ya?",Lebih dari 1 tahun lalu,Varian: Hijau
D***i,"Mantep bener alat pel nya, bener bener praktis dan bersih ~",Lebih dari 1 tahun lalu,Varian: Hijau
Eky,"bgs,hrg murah kualitas oke",Lebih dari 1 tahun lalu,Varian: Hijau
Rini,Sangat membantu,Lebih dari 1 tahun lalu,Varian: Beige
Rhaditya,"Produknya sesuai dengan deskripsi, pengirimannya cepat..best seller",Lebih dari 1 tahun lalu,Varian: Hijau
Eni,"Bak ama mangkok, beda khan? Lap pel jauh dari yg diharapkan",Lebih dari 1 tahun lalu,Varian: Beige
L***g,Sesuai deskripsi..seller responsive,Lebih dari 1 tahun lalu,Varian: Hijau
Aifaridah,Pengiriman cepat barang bagus sesuai gambar,Lebih dari 1 tahun lalu,Varian: Beige
A***a,Barang cukup bagus walaupun material jelek,Lebih dari 1 tahun lalu,Varian: Hijau
Guzzy,Baut nya ngga ada ...,Lebih dari 1 tahun lalu,Varian: Beige
J***s,Pembelian ke dua disini. Produk jg OK. Pokoknya puas,Lebih dari 1 tahun lalu,Varian: Hijau
A***o,"Kualitas barang bagus, harga murah, pengiriman barang cepat. Recomended banget",Lebih dari 1 tahun lalu,Varian: Hijau
iwan,"Produk oke.. sgt membantu jika ngepel tdk mau tangan kotor. Perlu teknik khusus saat memeras,agar lantai tdk becek.",Lebih dari 1 tahun lalu,Varian: Hijau
a***i,mantab. ngepel jadi lebih mudah.becek becek seeerrr jadi kering,Lebih dari 1 tahun lalu,Varian: Hijau
Titeik,Keren...suka..suka smoga awet😊,Lebih dari 1 tahun lalu,Varian: Beige
S***Y,Ngepel ngga perlu ribet sekarang,Lebih dari 1 tahun lalu,Varian: Hijau
P***o,Sayang bagian bawah bak tdk ada lubang pembuangan air. Moga2 awet,Lebih dari 1 tahun lalu,Varian: Beige
Nuraeni,Rekomended,Lebih dari 1 tahun lalu,Varian: Hijau
Agus,"Respon dan pengiriman cepat, sayang tangkainya lupa dikirim, kemudian dikomplain dan direspon dengan baik,sisa kekurangan dikirim plus bonus satu alas pel lg.. terimakasi... ",Lebih dari 1 tahun lalu,Varian: Hijau
adrian,"Produk so so. Not user friendly, alat ini di buat tujuannya agar tangan tidak perlu pegang kain/lap pel nya. Tp penerapannya susah krn lap pel harus di pegang pakai tang... ",Lebih dari 1 tahun lalu,Varian: Hijau
M***d,Bagus sesuai iklan,Lebih dari 1 tahun lalu,Varian: Hijau
Angga,sudah diterima dgn baik..makasi,Lebih dari 1 tahun lalu,Varian: Hijau
Reza,"Pesanan sdh tiba dan dicoba berfungsi baik, namun alat ini hanya bagus dari sisi inovasi tapi kurang kuat bahkan terlalu ringkih untuk engsel putarnya dari pen plastik ti... ",Lebih dari 1 tahun lalu,Varian: Hijau
taufik,"Simpel namun agak sulit saat mau merasnya, agak goyang wadahnya",Lebih dari 1 tahun lalu,Varian: Beige
S***i,Sukaaaaaa,Lebih dari 1 tahun lalu,Varian: Hijau
Herdian,Sangat enak dipakai untuk sudut2 ruangan,Lebih dari 1 tahun lalu,Varian: Hijau
E***a,"pengiriman cepat, brg bagus sesuai gambar, blm dicoba, semoga awet, recommended,,thanks seller",Lebih dari 1 tahun lalu,Varian: Hijau
Andris,Mantuuuuullll..👍👍👍.,Lebih dari 1 tahun lalu,Varian: Beige
Novia,Produk bagus. Sayang....ekspedisinya parah. Barang muter2 tdk jelas.,Lebih dari 1 tahun lalu,Varian: Hijau
H***z,"Sesuai pesanan, paking rapi good lah",Lebih dari 1 tahun lalu,Varian: Hijau
Ridho,Barangnya bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Agus,Barang dah sampai ..bagus tp belum di coba..walau datangnya telat karena psbb,Lebih dari 1 tahun lalu,Varian: Hijau
Surianto,Bagus praktis,Lebih dari 1 tahun lalu,Varian: Hijau
Johanita,Barang sudah di terima Dan sesuai pesanan. Terima kasih.,Lebih dari 1 tahun lalu,Varian: Hijau
